,Clase,Sobrevivió,Nombre,Sexo,Edad,Ticket,Tarifa,Cabina,Bote de Rescate,Cuerpo,Destino
402,2,1,"Duran y More, Miss. Florentina",Mujer,30.0,SC/PARIS 2148,13.0,Desconocida,12,Desconocido,"Barcelona, Spain / Havana, Cuba"
403,2,0,"Eitemiller, Mr. George Floyd",Hombre,23.0,29751,13.0,Desconocida,Desconocido,Desconocido,"England / Detroit, MI"
404,2,0,"Enander, Mr. Ingvar",Hombre,21.0,236854,13.0,Desconocida,Desconocido,Desconocido,"Goteborg, Sweden / Rockford, IL"
405,2,0,"Fahlstrom, Mr. Arne Jonas",Hombre,18.0,236171,13.0,Desconocida,Desconocido,Desconocido,"Oslo, Norway Bayonne, NJ"
406,2,0,"Faunthorpe, Mr. Harry",Hombre,40.0,2926,26.0,Desconocida,Desconocido,286.0,"England / Philadelphia, PA"
407,2,1,"Faunthorpe, Mrs. Lizzie (Elizabeth Anne Wilkinson)",Mujer,29.0,2926,26.0,Desconocida,16,Desconocido,Desconocido
408,2,0,"Fillbrook, Mr. Joseph Charles",Hombre,18.0,C.A. 15185,10.0,Desconocida,Desconocido,Desconocido,"Cornwall / Houghton, MI"
409,2,0,"Fox, Mr. Stanley Hubert",Hombre,36.0,229236,13.0,Desconocida,Desconocido,236.0,"Rochester, NY"
410,2,0,"Frost, Mr. Anthony Wood ""Archie""",Hombre,0.0,239854,0.0,Desconocida,Desconocido,Desconocido,Belfast
411,2,0,"Funk, Miss. Annie Clemmer",Mujer,38.0,237671,13.0,Desconocida,Desconocido,Desconocido,"Janjgir, India / Pennsylvania"
412,2,0,"Fynney, Mr. Joseph J",Hombre,35.0,239865,26.0,Desconocida,Desconocido,322.0,"Liverpool / Montreal, PQ"
413,2,0,"Gale, Mr. Harry",Hombre,38.0,28664,21.0,Desconocida,Desconocido,Desconocido,"Cornwall / Clear Creek, CO"
414,2,0,"Gale, Mr. Shadrach",Hombre,34.0,28664,21.0,Desconocida,Desconocido,Desconocido,"Cornwall / Clear Creek, CO"
415,2,1,"Garside, Miss. Ethel",Mujer,34.0,243880,13.0,Desconocida,12,Desconocido,"Brooklyn, NY"
416,2,0,"Gaskell, Mr. Alfred",Hombre,16.0,239865,26.0,Desconocida,Desconocido,Desconocido,"Liverpool / Montreal, PQ"
417,2,0,"Gavey, Mr. Lawrence",Hombre,26.0,31028,10.0,Desconocida,Desconocido,Desconocido,"Guernsey / Elizabeth, NJ"
418,2,0,"Gilbert, Mr. William",Hombre,47.0,C.A. 30769,10.0,Desconocida,Desconocido,Desconocido,Cornwall
419,2,0,"Giles, Mr. Edgar",Hombre,21.0,28133,11.0,Desconocida,Desconocido,Desconocido,"Cornwall / Camden, NJ"
420,2,0,"Giles, Mr. Frederick Edward",Hombre,21.0,28134,11.0,Desconocida,Desconocido,Desconocido,"Cornwall / Camden, NJ"
421,2,0,"Giles, Mr. Ralph",Hombre,24.0,248726,13.0,Desconocida,Desconocido,297.0,"West Kensington, London"
422,2,0,"Gill, Mr. John William",Hombre,24.0,233866,13.0,Desconocida,Desconocido,155.0,"Clevedon, England"
423,2,0,"Gillespie, Mr. William Henry",Hombre,34.0,12233,13.0,Desconocida,Desconocido,Desconocido,"Vancouver, BC"
424,2,0,"Givard, Mr. Hans Kristensen",Hombre,30.0,250646,13.0,Desconocida,Desconocido,305.0,Desconocido
425,2,0,"Greenberg, Mr. Samuel",Hombre,52.0,250647,13.0,Desconocida,Desconocido,19.0,"Bronx, NY"
426,2,0,"Hale, Mr. Reginald",Hombre,30.0,250653,13.0,Desconocida,Desconocido,75.0,"Auburn, NY"
427,2,1,"Hamalainen, Master. Viljo",Hombre,0.0,250649,14.0,Desconocida,4,Desconocido,"Detroit, MI"
428,2,1,"Hamalainen, Mrs. William (Anna)",Mujer,24.0,250649,14.0,Desconocida,4,Desconocido,"Detroit, MI"
429,2,0,"Harbeck, Mr. William H",Hombre,44.0,248746,13.0,Desconocida,Desconocido,35.0,"Seattle, WA / Toledo, OH"
430,2,1,"Harper, Miss. Annie Jessie ""Nina""",Mujer,6.0,248727,33.0,Desconocida,11,Desconocido,"Denmark Hill, Surrey / Chicago"
431,2,0,"Harper, Rev. John",Hombre,28.0,248727,33.0,Desconocida,Desconocido,Desconocido,"Denmark Hill, Surrey / Chicago"
432,2,1,"Harris, Mr. George",Hombre,62.0,S.W./PP 752,10.0,Desconocida,15,Desconocido,London
433,2,0,"Harris, Mr. Walter",Hombre,30.0,W/C 14208,10.0,Desconocida,Desconocido,Desconocido,"Walthamstow, England"
434,2,1,"Hart, Miss. Eva Miriam",Mujer,7.0,F.C.C. 13529,26.0,Desconocida,14,Desconocido,"Ilford, Essex / Winnipeg, MB"
435,2,0,"Hart, Mr. Benjamin",Hombre,43.0,F.C.C. 13529,26.0,Desconocida,Desconocido,Desconocido,"Ilford, Essex / Winnipeg, MB"
436,2,1,"Hart, Mrs. Benjamin (Esther Ada Bloomfield)",Mujer,45.0,F.C.C. 13529,26.0,Desconocida,14,Desconocido,"Ilford, Essex / Winnipeg, MB"
437,2,1,"Herman, Miss. Alice",Mujer,24.0,220845,65.0,Desconocida,9,Desconocido,"Somerset / Bernardsville, NJ"
438,2,1,"Herman, Miss. Kate",Mujer,24.0,220845,65.0,Desconocida,9,Desconocido,"Somerset / Bernardsville, NJ"
439,2,0,"Herman, Mr. Samuel",Hombre,49.0,220845,65.0,Desconocida,Desconocido,Desconocido,"Somerset / Bernardsville, NJ"
440,2,1,"Herman, Mrs. Samuel (Jane Laver)",Mujer,48.0,220845,65.0,Desconocida,9,Desconocido,"Somerset / Bernardsville, NJ"
441,2,1,"Hewlett, Mrs. (Mary D Kingcome) ",Mujer,55.0,248706,16.0,Desconocida,13,Desconocido,"India / Rapid City, SD"
442,2,0,"Hickman, Mr. Leonard Mark",Hombre,24.0,S.O.C. 14879,73.0,Desconocida,Desconocido,Desconocido,"West Hampstead, London / Neepawa, MB"
443,2,0,"Hickman, Mr. Lewis",Hombre,32.0,S.O.C. 14879,73.0,Desconocida,Desconocido,256.0,"West Hampstead, London / Neepawa, MB"
444,2,0,"Hickman, Mr. Stanley George",Hombre,21.0,S.O.C. 14879,73.0,Desconocida,Desconocido,Desconocido,"West Hampstead, London / Neepawa, MB"
445,2,0,"Hiltunen, Miss. Marta",Mujer,18.0,250650,13.0,Desconocida,Desconocido,Desconocido,"Kontiolahti, Finland / Detroit, MI"
446,2,1,"Hocking, Miss. Ellen ""Nellie""",Mujer,20.0,29105,23.0,Desconocida,4,Desconocido,"Cornwall / Akron, OH"
447,2,0,"Hocking, Mr. Richard George",Hombre,23.0,29104,11.0,Desconocida,Desconocido,Desconocido,"Cornwall / Akron, OH"
448,2,0,"Hocking, Mr. Samuel James Metcalfe",Hombre,36.0,242963,13.0,Desconocida,Desconocido,Desconocido,"Devonport, England"
449,2,1,"Hocking, Mrs. Elizabeth (Eliza Needs)",Mujer,54.0,29105,23.0,Desconocida,4,Desconocido,"Cornwall / Akron, OH"
450,2,0,"Hodges, Mr. Henry Price",Hombre,50.0,250643,13.0,Desconocida,Desconocido,149.0,Southampton
451,2,0,"Hold, Mr. Stephen",Hombre,44.0,26707,26.0,Desconocida,Desconocido,Desconocido,"England / Sacramento, CA"
452,2,1,"Hold, Mrs. Stephen (Annie Margaret Hill)",Mujer,29.0,26707,26.0,Desconocida,10,Desconocido,"England / Sacramento, CA"
453,2,0,"Hood, Mr. Ambrose Jr",Hombre,21.0,S.O.C. 14879,73.0,Desconocida,Desconocido,Desconocido,"New Forest, England"
454,2,1,"Hosono, Mr. Masabumi",Hombre,42.0,237798,13.0,Desconocida,10,Desconocido,"Tokyo, Japan"
455,2,0,"Howard, Mr. Benjamin",Hombre,63.0,24065,26.0,Desconocida,Desconocido,Desconocido,"Swindon, England"
456,2,0,"Howard, Mrs. Benjamin (Ellen Truelove Arman)",Mujer,60.0,24065,26.0,Desconocida,Desconocido,Desconocido,"Swindon, England"
457,2,0,"Hunt, Mr. George Henry",Hombre,33.0,SCO/W 1585,12.0,Desconocida,Desconocido,Desconocido,"Philadelphia, PA"
458,2,1,"Ilett, Miss. Bertha",Mujer,17.0,SO/C 14885,10.0,Desconocida,Desconocido,Desconocido,Guernsey
459,2,0,"Jacobsohn, Mr. Sidney Samuel",Hombre,42.0,243847,27.0,Desconocida,Desconocido,Desconocido,London
460,2,1,"Jacobsohn, Mrs. Sidney Samuel (Amy Frances Christy)",Mujer,24.0,243847,27.0,Desconocida,12,Desconocido,London
461,2,0,"Jarvis, Mr. John Denzil",Hombre,47.0,237565,15.0,Desconocida,Desconocido,Desconocido,"North Evington, England"
462,2,0,"Jefferys, Mr. Clifford Thomas",Hombre,24.0,C.A. 31029,31.0,Desconocida,Desconocido,Desconocido,"Guernsey / Elizabeth, NJ"
463,2,0,"Jefferys, Mr. Ernest Wilfred",Hombre,22.0,C.A. 31029,31.0,Desconocida,Desconocido,Desconocido,"Guernsey / Elizabeth, NJ"
464,2,0,"Jenkin, Mr. Stephen Curnow",Hombre,32.0,C.A. 33111,10.0,Desconocida,Desconocido,Desconocido,"St Ives, Cornwall / Houghton, MI"
465,2,1,"Jerwan, Mrs. Amin S (Marie Marthe Thuillard)",Mujer,23.0,SC/AH Basle 541,13.0,D,11,Desconocido,"New York, NY"
466,2,0,"Kantor, Mr. Sinai",Hombre,34.0,244367,26.0,Desconocida,Desconocido,283.0,"Moscow / Bronx, NY"
467,2,1,"Kantor, Mrs. Sinai (Miriam Sternin)",Mujer,24.0,244367,26.0,Desconocida,12,Desconocido,"Moscow / Bronx, NY"
468,2,0,"Karnes, Mrs. J Frank (Claire Bennett)",Mujer,22.0,F.C.C. 13534,21.0,Desconocida,Desconocido,Desconocido,"India / Pittsburgh, PA"
469,2,1,"Keane, Miss. Nora A",Mujer,0.0,226593,12.0,E101,10,Desconocido,"Harrisburg, PA"
470,2,0,"Keane, Mr. Daniel",Hombre,35.0,233734,12.0,Desconocida,Desconocido,Desconocido,Desconocido
471,2,1,"Kelly, Mrs. Florence ""Fannie""",Mujer,45.0,223596,13.0,Desconocida,9,Desconocido,"London / New York, NY"
472,2,0,"Kirkland, Rev. Charles Leonard",Hombre,57.0,219533,12.0,Desconocida,Desconocido,Desconocido,"Glasgow / Bangor, ME"
473,2,0,"Knight, Mr. Robert J",Hombre,0.0,239855,0.0,Desconocida,Desconocido,Desconocido,Belfast
474,2,0,"Kvillner, Mr. Johan Henrik Johannesson",Hombre,31.0,C.A. 18723,10.0,Desconocida,Desconocido,165.0,"Sweden / Arlington, NJ"
475,2,0,"Lahtinen, Mrs. William (Anna Sylfven)",Mujer,26.0,250651,26.0,Desconocida,Desconocido,Desconocido,"Minneapolis, MN"
476,2,0,"Lahtinen, Rev. William",Hombre,30.0,250651,26.0,Desconocida,Desconocido,Desconocido,"Minneapolis, MN"
477,2,0,"Lamb, Mr. John Joseph",Hombre,0.0,240261,10.0,Desconocida,Desconocido,Desconocido,Desconocido
478,2,1,"Laroche, Miss. Louise",Mujer,1.0,SC/Paris 2123,41.0,Desconocida,14,Desconocido,Paris / Haiti
479,2,1,"Laroche, Miss. Simonne Marie Anne Andree",Mujer,3.0,SC/Paris 2123,41.0,Desconocida,14,Desconocido,Paris / Haiti
480,2,0,"Laroche, Mr. Joseph Philippe Lemercier",Hombre,25.0,SC/Paris 2123,41.0,Desconocida,Desconocido,Desconocido,Paris / Haiti
481,2,1,"Laroche, Mrs. Joseph (Juliette Marie Louise Lafargue)",Mujer,22.0,SC/Paris 2123,41.0,Desconocida,14,Desconocido,Paris / Haiti
482,2,1,"Lehmann, Miss. Bertha",Mujer,17.0,SC 1748,12.0,Desconocida,12,Desconocido,"Berne, Switzerland / Central City, IA"
483,2,1,"Leitch, Miss. Jessie Wills",Mujer,0.0,248727,33.0,Desconocida,11,Desconocido,"London / Chicago, IL"
484,2,1,"Lemore, Mrs. (Amelia Milley)",Mujer,34.0,C.A. 34260,10.0,F33,14,Desconocido,"Chicago, IL"
485,2,0,"Levy, Mr. Rene Jacques",Hombre,36.0,SC/Paris 2163,12.0,D,Desconocido,Desconocido,"Montreal, PQ"
486,2,0,"Leyson, Mr. Robert William Norman",Hombre,24.0,C.A. 29566,10.0,Desconocida,Desconocido,108.0,Desconocido
487,2,0,"Lingane, Mr. John",Hombre,61.0,235509,12.0,Desconocida,Desconocido,Desconocido,Desconocido
488,2,0,"Louch, Mr. Charles Alexander",Hombre,50.0,SC/AH 3085,26.0,Desconocida,Desconocido,121.0,"Weston-Super-Mare, Somerset"
489,2,1,"Louch, Mrs. Charles Alexander (Alice Adelaide Slow)",Mujer,42.0,SC/AH 3085,26.0,Desconocida,Desconocido,Desconocido,"Weston-Super-Mare, Somerset"
490,2,0,"Mack, Mrs. (Mary)",Mujer,57.0,S.O./P.P. 3,10.0,E77,Desconocido,52.0,"Southampton / New York, NY"
491,2,0,"Malachard, Mr. Noel",Hombre,0.0,237735,15.0,D,Desconocido,Desconocido,Paris
492,2,1,"Mallet, Master. Andre",Hombre,1.0,S.C./PARIS 2079,37.0,Desconocida,10,Desconocido,"Paris / Montreal, PQ"
493,2,0,"Mallet, Mr. Albert",Hombre,31.0,S.C./PARIS 2079,37.0,Desconocida,Desconocido,Desconocido,"Paris / Montreal, PQ"
494,2,1,"Mallet, Mrs. Albert (Antoinette Magnin)",Mujer,24.0,S.C./PARIS 2079,37.0,Desconocida,10,Desconocido,"Paris / Montreal, PQ"
495,2,0,"Mangiavacchi, Mr. Serafino Emilio",Hombre,0.0,SC/A.3 2861,15.0,Desconocida,Desconocido,Desconocido,"New York, NY"
496,2,0,"Matthews, Mr. William John",Hombre,30.0,28228,13.0,Desconocida,Desconocido,Desconocido,"St Austall, Cornwall"
497,2,0,"Maybery, Mr. Frank Hubert",Hombre,40.0,239059,16.0,Desconocida,Desconocido,Desconocido,"Weston-Super-Mare / Moose Jaw, SK"
498,2,0,"McCrae, Mr. Arthur Gordon",Hombre,32.0,237216,13.0,Desconocida,Desconocido,209.0,"Sydney, Australia"
499,2,0,"McCrie, Mr. James Matthew",Hombre,30.0,233478,13.0,Desconocida,Desconocido,Desconocido,"Sarnia, ON"
500,2,0,"McKane, Mr. Peter David",Hombre,46.0,28403,26.0,Desconocida,Desconocido,Desconocido,"Rochester, NY"
501,2,1,"Mellinger, Miss. Madeleine Violet",Mujer,13.0,250644,19.0,Desconocida,14,Desconocido,"England / Bennington, VT"
502,2,1,"Mellinger, Mrs. (Elizabeth Anne Maidment)",Mujer,41.0,250644,19.0,Desconocida,14,Desconocido,"England / Bennington, VT"
503,2,1,"Mellors, Mr. William John",Hombre,19.0,SW/PP 751,10.0,Desconocida,B,Desconocido,"Chelsea, London"
504,2,0,"Meyer, Mr. August",Hombre,39.0,248723,13.0,Desconocida,Desconocido,Desconocido,"Harrow-on-the-Hill, Middlesex"
505,2,0,"Milling, Mr. Jacob Christian",Hombre,48.0,234360,13.0,Desconocida,Desconocido,271.0,"Copenhagen, Denmark"
506,2,0,"Mitchell, Mr. Henry Michael",Hombre,70.0,C.A. 24580,10.0,Desconocida,Desconocido,Desconocido,"Guernsey / Montclair, NJ and/or Toledo, Ohio"
507,2,0,"Montvila, Rev. Juozas",Hombre,27.0,211536,13.0,Desconocida,Desconocido,Desconocido,"Worcester, MA"
508,2,0,"Moraweck, Dr. Ernest",Hombre,54.0,29011,14.0,Desconocida,Desconocido,Desconocido,"Frankfort, KY"
509,2,0,"Morley, Mr. Henry Samuel (""Mr Henry Marshall"")",Hombre,39.0,250655,26.0,Desconocida,Desconocido,Desconocido,Desconocido
510,2,0,"Mudd, Mr. Thomas Charles",Hombre,16.0,S.O./P.P. 3,10.0,Desconocida,Desconocido,Desconocido,"Halesworth, England"
511,2,0,"Myles, Mr. Thomas Francis",Hombre,62.0,240276,9.0,Desconocida,Desconocido,Desconocido,"Cambridge, MA"
512,2,0,"Nasser, Mr. Nicholas",Hombre,32.0,237736,30.0,Desconocida,Desconocido,43.0,"New York, NY"
513,2,1,"Nasser, Mrs. Nicholas (Adele Achem)",Mujer,14.0,237736,30.0,Desconocida,Desconocido,Desconocido,"New York, NY"
514,2,1,"Navratil, Master. Edmond Roger",Hombre,2.0,230080,26.0,F2,D,Desconocido,"Nice, France"
515,2,1,"Navratil, Master. Michel M",Hombre,3.0,230080,26.0,F2,D,Desconocido,"Nice, France"
516,2,0,"Navratil, Mr. Michel (""Louis M Hoffman"")",Hombre,36.0,230080,26.0,F2,Desconocido,15.0,"Nice, France"
517,2,0,"Nesson, Mr. Israel",Hombre,26.0,244368,13.0,F2,Desconocido,Desconocido,"Boston, MA"
518,2,0,"Nicholls, Mr. Joseph Charles",Hombre,19.0,C.A. 33112,36.0,Desconocida,Desconocido,101.0,"Cornwall / Hancock, MI"
519,2,0,"Norman, Mr. Robert Douglas",Hombre,28.0,218629,13.0,Desconocida,Desconocido,287.0,Glasgow
520,2,1,"Nourney, Mr. Alfred (""Baron von Drachstedt"")",Hombre,20.0,SC/PARIS 2166,13.0,D38,7,Desconocido,"Cologne, Germany"
521,2,1,"Nye, Mrs. (Elizabeth Ramell)",Mujer,29.0,C.A. 29395,10.0,F33,11,Desconocido,"Folkstone, Kent / New York, NY"
522,2,0,"Otter, Mr. Richard",Hombre,39.0,28213,13.0,Desconocida,Desconocido,Desconocido,"Middleburg Heights, OH"
523,2,1,"Oxenham, Mr. Percy Thomas",Hombre,22.0,W./C. 14260,10.0,Desconocida,13,Desconocido,"Pondersend, England / New Durham, NJ"
524,2,1,"Padro y Manent, Mr. Julian",Hombre,0.0,SC/PARIS 2146,13.0,Desconocida,9,Desconocido,"Spain / Havana, Cuba"
525,2,0,"Pain, Dr. Alfred",Hombre,23.0,244278,10.0,Desconocida,Desconocido,Desconocido,"Hamilton, ON"
526,2,1,"Pallas y Castello, Mr. Emilio",Hombre,29.0,SC/PARIS 2147,13.0,Desconocida,9,Desconocido,"Spain / Havana, Cuba"
527,2,0,"Parker, Mr. Clifford Richard",Hombre,28.0,SC 14888,10.0,Desconocida,Desconocido,Desconocido,"St Andrews, Guernsey"
528,2,0,"Parkes, Mr. Francis ""Frank""",Hombre,0.0,239853,0.0,Desconocida,Desconocido,Desconocido,Belfast
529,2,1,"Parrish, Mrs. (Lutie Davis)",Mujer,50.0,230433,26.0,Desconocida,12,Desconocido,"Woodford County, KY"
530,2,0,"Pengelly, Mr. Frederick William",Hombre,19.0,28665,10.0,Desconocida,Desconocido,Desconocido,"Gunnislake, England / Butte, MT"
531,2,0,"Pernot, Mr. Rene",Hombre,0.0,SC/PARIS 2131,15.0,Desconocida,Desconocido,Desconocido,Desconocido
532,2,0,"Peruschitz, Rev. Joseph Maria",Hombre,41.0,237393,13.0,Desconocida,Desconocido,Desconocido,Desconocido
533,2,1,"Phillips, Miss. Alice Frances Louisa",Mujer,21.0,S.O./P.P. 2,21.0,Desconocida,12,Desconocido,"Ilfracombe, Devon"
534,2,1,"Phillips, Miss. Kate Florence (""Mrs Kate Louise Phillips Marshall"")",Mujer,19.0,250655,26.0,Desconocida,11,Desconocido,"Worcester, England"
535,2,0,"Phillips, Mr. Escott Robert",Hombre,43.0,S.O./P.P. 2,21.0,Desconocida,Desconocido,Desconocido,"Ilfracombe, Devon"
536,2,1,"Pinsky, Mrs. (Rosa)",Mujer,32.0,234604,13.0,Desconocida,9,Desconocido,Russia
537,2,0,"Ponesell, Mr. Martin",Hombre,34.0,250647,13.0,Desconocida,Desconocido,Desconocido,"Denmark / New York, NY"
538,2,1,"Portaluppi, Mr. Emilio Ilario Giuseppe",Hombre,30.0,C.A. 34644,12.0,Desconocida,14,Desconocido,"Milford, NH"
539,2,0,"Pulbaum, Mr. Franz",Hombre,27.0,SC/PARIS 2168,15.0,Desconocida,Desconocido,Desconocido,Paris
540,2,1,"Quick, Miss. Phyllis May",Mujer,2.0,26360,26.0,Desconocida,11,Desconocido,"Plymouth, Devon / Detroit, MI"
541,2,1,"Quick, Miss. Winifred Vera",Mujer,8.0,26360,26.0,Desconocida,11,Desconocido,"Plymouth, Devon / Detroit, MI"
542,2,1,"Quick, Mrs. Frederick Charles (Jane Richards)",Mujer,33.0,26360,26.0,Desconocida,11,Desconocido,"Plymouth, Devon / Detroit, MI"
543,2,0,"Reeves, Mr. David",Hombre,36.0,C.A. 17248,10.0,Desconocida,Desconocido,Desconocido,"Brighton, Sussex"
544,2,0,"Renouf, Mr. Peter Henry",Hombre,34.0,31027,21.0,Desconocida,12,Desconocido,"Elizabeth, NJ"
545,2,1,"Renouf, Mrs. Peter Henry (Lillian Jefferys)",Mujer,30.0,31027,21.0,Desconocida,Desconocido,Desconocido,"Elizabeth, NJ"
546,2,1,"Reynaldo, Ms. Encarnacion",Mujer,28.0,230434,13.0,Desconocida,9,Desconocido,Spain
547,2,0,"Richard, Mr. Emile",Hombre,23.0,SC/PARIS 2133,15.0,Desconocida,Desconocido,Desconocido,"Paris / Montreal, PQ"
548,2,1,"Richards, Master. George Sibley",Hombre,0.0,29106,18.0,Desconocida,4,Desconocido,"Cornwall / Akron, OH"
549,2,1,"Richards, Master. William Rowe",Hombre,3.0,29106,18.0,Desconocida,4,Desconocido,"Cornwall / Akron, OH"
550,2,1,"Richards, Mrs. Sidney (Emily Hocking)",Mujer,24.0,29106,18.0,Desconocida,4,Desconocido,"Cornwall / Akron, OH"
551,2,1,"Ridsdale, Miss. Lucy",Mujer,50.0,W./C. 14258,10.0,Desconocida,13,Desconocido,"London, England / Marietta, Ohio and Milwaukee, WI"
552,2,0,"Rogers, Mr. Reginald Harry",Hombre,19.0,28004,10.0,Desconocida,Desconocido,Desconocido,Desconocido
553,2,1,"Rugg, Miss. Emily",Mujer,21.0,C.A. 31026,10.0,Desconocida,12,Desconocido,"Guernsey / Wilmington, DE"
554,2,0,"Schmidt, Mr. August",Hombre,26.0,248659,13.0,Desconocida,Desconocido,Desconocido,"Newark, NJ"
555,2,0,"Sedgwick, Mr. Charles Frederick Waddington",Hombre,25.0,244361,13.0,Desconocida,Desconocido,Desconocido,Liverpool
556,2,0,"Sharp, Mr. Percival James R",Hombre,27.0,244358,26.0,Desconocida,Desconocido,Desconocido,"Hornsey, England"
557,2,1,"Shelley, Mrs. William (Imanita Parrish Hall)",Mujer,25.0,230433,26.0,Desconocida,12,Desconocido,"Deer Lodge, MT"
558,2,1,"Silven, Miss. Lyyli Karoliina",Mujer,18.0,250652,13.0,Desconocida,16,Desconocido,"Finland / Minneapolis, MN"
559,2,1,"Sincock, Miss. Maude",Mujer,20.0,C.A. 33112,36.0,Desconocida,11,Desconocido,"Cornwall / Hancock, MI"
560,2,1,"Sinkkonen, Miss. Anna",Mujer,30.0,250648,13.0,Desconocida,10,Desconocido,"Finland / Washington, DC"
561,2,0,"Sjostedt, Mr. Ernst Adolf",Hombre,59.0,237442,13.0,Desconocida,Desconocido,Desconocido,"Sault St Marie, ON"
562,2,1,"Slayter, Miss. Hilda Mary",Mujer,30.0,234818,12.0,Desconocida,13,Desconocido,"Halifax, NS"
563,2,0,"Slemen, Mr. Richard James",Hombre,35.0,28206,10.0,Desconocida,Desconocido,Desconocido,Cornwall
564,2,1,"Smith, Miss. Marion Elsie",Mujer,40.0,31418,13.0,Desconocida,9,Desconocido,Desconocido
565,2,0,"Sobey, Mr. Samuel James Hayden",Hombre,25.0,C.A. 29178,13.0,Desconocida,Desconocido,Desconocido,"Cornwall / Houghton, MI"
566,2,0,"Stanton, Mr. Samuel Ward",Hombre,41.0,237734,15.0,Desconocida,Desconocido,Desconocido,"New York, NY"
567,2,0,"Stokes, Mr. Philip Joseph",Hombre,25.0,F.C.C. 13540,10.0,Desconocida,Desconocido,81.0,"Catford, Kent / Detroit, MI"
568,2,0,"Swane, Mr. George",Hombre,18.0,248734,13.0,F,Desconocido,294.0,Desconocido
569,2,0,"Sweet, Mr. George Frederick",Hombre,14.0,220845,65.0,Desconocida,Desconocido,Desconocido,"Somerset / Bernardsville, NJ"
570,2,1,"Toomey, Miss. Ellen",Mujer,50.0,F.C.C. 13531,10.0,Desconocida,9,Desconocido,"Indianapolis, IN"
571,2,0,"Troupiansky, Mr. Moses Aaron",Hombre,23.0,233639,13.0,Desconocida,Desconocido,Desconocido,Desconocido
572,2,1,"Trout, Mrs. William H (Jessie L)",Mujer,28.0,240929,12.0,Desconocida,Desconocido,Desconocido,"Columbus, OH"
573,2,1,"Troutt, Miss. Edwina Celia ""Winnie""",Mujer,27.0,34218,10.0,E101,16,Desconocido,"Bath, England / Massachusetts"
574,2,0,"Turpin, Mr. William John Robert",Hombre,29.0,11668,21.0,Desconocida,Desconocido,Desconocido,"Plymouth, England"
575,2,0,"Turpin, Mrs. William John Robert (Dorothy Ann Wonnacott)",Mujer,27.0,11668,21.0,Desconocida,Desconocido,Desconocido,"Plymouth, England"
576,2,0,"Veal, Mr. James",Hombre,40.0,28221,13.0,Desconocida,Desconocido,Desconocido,"Barre, Co Washington, VT"
577,2,1,"Walcroft, Miss. Nellie",Mujer,31.0,F.C.C. 13528,21.0,Desconocida,14,Desconocido,"Mamaroneck, NY"
578,2,0,"Ware, Mr. John James",Hombre,30.0,CA 31352,21.0,Desconocida,Desconocido,Desconocido,"Bristol, England / New Britain, CT"
579,2,0,"Ware, Mr. William Jeffery",Hombre,23.0,28666,10.0,Desconocida,Desconocido,Desconocido,Desconocido
580,2,1,"Ware, Mrs. John James (Florence Louise Long)",Mujer,31.0,CA 31352,21.0,Desconocida,10,Desconocido,"Bristol, England / New Britain, CT"
581,2,0,"Watson, Mr. Ennis Hastings",Hombre,0.0,239856,0.0,Desconocida,Desconocido,Desconocido,Belfast
582,2,1,"Watt, Miss. Bertha J",Mujer,12.0,C.A. 33595,15.0,Desconocida,9,Desconocido,"Aberdeen / Portland, OR"
583,2,1,"Watt, Mrs. James (Elizabeth ""Bessie"" Inglis Milne)",Mujer,40.0,C.A. 33595,15.0,Desconocida,9,Desconocido,"Aberdeen / Portland, OR"
584,2,1,"Webber, Miss. Susan",Mujer,32.0,27267,13.0,E101,12,Desconocido,"England / Hartford, CT"
585,2,0,"Weisz, Mr. Leopold",Hombre,27.0,228414,26.0,Desconocida,Desconocido,293.0,"Bromsgrove, England / Montreal, PQ"
586,2,1,"Weisz, Mrs. Leopold (Mathilde Francoise Pede)",Mujer,29.0,228414,26.0,Desconocida,10,Desconocido,"Bromsgrove, England / Montreal, PQ"
587,2,1,"Wells, Master. Ralph Lester",Hombre,2.0,29103,23.0,Desconocida,14,Desconocido,"Cornwall / Akron, OH"
588,2,1,"Wells, Miss. Joan",Mujer,4.0,29103,23.0,Desconocida,14,Desconocido,"Cornwall / Akron, OH"
589,2,1,"Wells, Mrs. Arthur Henry (""Addie"" Dart Trevaskis)",Mujer,29.0,29103,23.0,Desconocida,14,Desconocido,"Cornwall / Akron, OH"
590,2,1,"West, Miss. Barbara J",Mujer,0.0,C.A. 34651,27.0,Desconocida,10,Desconocido,"Bournmouth, England"
591,2,1,"West, Miss. Constance Mirium",Mujer,5.0,C.A. 34651,27.0,Desconocida,10,Desconocido,"Bournmouth, England"
592,2,0,"West, Mr. Edwy Arthur",Hombre,36.0,C.A. 34651,27.0,Desconocida,Desconocido,Desconocido,"Bournmouth, England"
593,2,1,"West, Mrs. Edwy Arthur (Ada Mary Worth)",Mujer,33.0,C.A. 34651,27.0,Desconocida,10,Desconocido,"Bournmouth, England"
594,2,0,"Wheadon, Mr. Edward H",Hombre,66.0,C.A. 24579,10.0,Desconocida,Desconocido,Desconocido,"Guernsey, England / Edgewood, RI"
595,2,0,"Wheeler, Mr. Edwin ""Frederick""",Hombre,0.0,SC/PARIS 2159,12.0,Desconocida,Desconocido,Desconocido,Desconocido
